Week,5.x,6.x,7.x,8.x,8.0.x,8.1.x,8.2.x,8.3.x,8.4.x,8.5.x,8.6.x,8.7.x,8.8.x,8.9.x,9.0.x,9.1.x,9.2.x,9.3.x,9.4.x,9.5.x,10.0.x,10.1.x,10.2.x,10.3.x,10.4.x,10.5.x,10.6.x,11.x,11.0.x,11.1.x,11.2.x,Total
"May 9, 2021",325,18516,585406,1,1970,1519,2605,4195,3031,11443,19320,24522,31016,198911,8807,66581,21699,22457,0,0,0,0,0,0,0,0,0,0,0,0,0,1022324
"May 2, 2021",312,18600,590122,0,1909,1521,2507,4161,3022,11079,18966,24042,30470,201719,9864,60548,20680,18744,0,0,0,0,0,0,0,0,0,0,0,0,0,1018266
"April 25, 2021",333,18945,611314,0,1652,1471,2573,4172,3029,11277,19115,23996,31454,203481,9391,59778,29944,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1031929
"April 18, 2021",354,20503,661425,1,1564,1629,2687,4312,3154,11545,19735,24706,32733,221127,10261,62659,25870,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1104265
"April 11, 2021",322,18645,598747,1,1442,1492,2584,4182,3067,11410,19271,24562,32937,184066,9633,55246,22445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,990052
"April 4, 2021",316,18796,594538,0,1467,1506,2630,4221,3041,11440,19496,24715,33224,180430,9674,52876,24873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,983243
"March 28, 2021",312,18899,587093,0,1320,1566,2609,4258,3111,11458,19686,24985,33461,180022,9647,45215,18310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,961952
"March 21, 2021",328,18771,589835,0,1403,1590,2646,4282,3167,11636,19733,25193,34247,184251,10133,49109,20399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,976723
"March 14, 2021",321,18883,589441,1,1441,1529,2663,4277,3128,11640,19885,25548,35138,186192,10251,49434,20407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,980179
"March 7, 2021",327,19189,594086,1,1258,1582,2648,4232,3142,11698,19831,25740,35631,186857,10354,44061,17305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,977942
"February 28, 2021",334,19353,609135,0,1408,1545,2668,4361,3233,11940,20457,26450,37111,189111,11020,43947,21624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1003697
"February 21, 2021",344,19394,608012,0,1531,1618,2743,4572,3241,12347,21100,27654,39008,185121,11971,40101,21693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000450
"February 14, 2021",350,20041,600961,1,1352,1668,2752,4580,3324,12358,21130,27628,38992,184536,12171,36556,16555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,984955
"February 7, 2021",342,20287,603492,1,1427,1565,2747,4371,3244,12256,20940,27071,39340,183745,12121,36610,19282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,988841
"January 31, 2021",353,20068,617427,0,1597,1594,2778,4548,3293,12356,21091,27496,40067,188787,12950,37393,24136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1015934
"January 24, 2021",366,19999,623788,0,1319,1580,2746,4492,3288,12382,21437,28010,41437,192626,13320,32799,16788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1016377
"January 17, 2021",403,23292,662182,1,1436,1586,2820,4564,3341,12610,21641,28414,44660,203706,14776,32374,20802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1078608
"January 10, 2021",362,20459,619216,1,1556,1632,2873,4662,3343,12968,22252,29093,46513,181234,15227,28373,23181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1012945
"January 3, 2021",364,20322,617265,0,1558,1617,2866,4576,3394,12972,21879,28775,46818,175127,16202,25567,22838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1002140
"December 27, 2020",370,20161,600102,0,1168,1559,2831,4541,3353,13141,21637,28319,45320,145140,14460,16273,12051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,930426
"December 20, 2020",361,20252,600770,0,1522,1655,2834,4535,3458,12802,21656,28317,46102,154405,15935,18270,20785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,953659
"December 13, 2020",371,20709,624820,1,1691,1603,2836,4609,3658,13131,22228,29865,50681,182179,18894,19191,24105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1020572
"December 6, 2020",369,20869,641581,0,2172,1587,2889,4576,3753,13152,22354,29906,51239,189579,21808,23527,36636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1065997
"November 29, 2020",375,21376,683763,0,1935,1692,2899,4729,3772,13471,23168,31798,54448,198167,30179,14225,29620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1115617
"November 22, 2020",405,21726,697768,0,2000,1673,2902,4776,3817,13698,23547,32103,57940,194306,32429,15490,23779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1128359
"November 15, 2020",397,21548,685184,1,1904,1725,3010,4856,3981,14020,24690,33308,58705,200396,31475,12903,22838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1120941
"November 8, 2020",436,24198,615696,1,1898,1607,2830,4746,3826,13459,23631,32054,55784,169153,27297,13642,20398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1010656
"November 1, 2020",462,31633,621041,0,1763,1551,2884,4738,3859,13407,23581,33088,57056,167668,26207,13742,15799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1018479
"October 25, 2020",641,31192,626168,0,1951,1689,2976,4910,3942,13677,24269,33613,58489,161417,26288,16150,18461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1025833
"October 18, 2020",413,30913,630835,1,1803,1640,3001,4936,3834,14105,25121,33934,60194,157620,24558,10723,19926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1023557
"October 11, 2020",418,31203,633178,1,1874,1746,3099,5237,4131,14877,26275,35865,62811,165198,25506,28148,345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1039912
"October 4, 2020",430,31006,648559,0,1725,1684,3081,5127,4006,14097,26193,35872,66166,162090,23753,26411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1050200
"September 27, 2020",434,31387,654492,0,1976,1737,3213,5250,4263,14580,26028,36466,68021,156120,24405,29493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1057865
"September 20, 2020",439,32141,668823,0,1876,1741,3108,5085,4107,14273,26615,36771,71005,161253,22481,28724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1078442
"September 13, 2020",425,31317,690452,1,1605,1702,3100,5162,4096,15069,27934,40950,73018,168065,21317,20503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1104716
"September 6, 2020",437,31309,648656,0,1808,1807,3171,5292,4708,15180,27269,41439,70221,148587,21215,20814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1041913
"August 30, 2020",442,33452,649698,0,1893,1801,3176,5215,4297,14958,27672,42620,73145,146570,20141,26046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1051126
"August 23, 2020",438,31374,647169,1,1806,1781,3206,5292,4331,15188,27513,42996,72432,133479,17798,25035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1029839
"August 16, 2020",440,31348,651117,1,1642,1841,3345,5489,4335,15716,28450,44329,76332,128597,15126,20662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1028770
"August 9, 2020",442,31611,654951,1,1667,1773,3286,5434,4383,15480,28548,45457,78085,126317,15020,23394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1035849
"August 2, 2020",441,31861,663997,0,1795,1769,3301,5583,4519,15750,28528,46685,79700,129533,15863,23717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1053042
"July 26, 2020",430,31811,659072,0,2118,1751,3314,5595,4394,15822,28853,46908,83422,120724,16436,32595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1053245
"July 19, 2020",442,31901,657861,1,2001,1756,3271,5466,4399,15704,28629,46485,85955,115778,13649,31390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1044688
"July 12, 2020",459,32218,663266,1,2699,1828,3421,5640,4714,16050,29271,48233,88686,123286,18813,41756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1080341
"July 5, 2020",453,32065,672250,0,2142,1887,3339,5529,4587,16203,29755,49425,96411,114109,14069,32891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1075115
"June 28, 2020",437,32287,678094,0,2067,1844,3381,5692,4547,16323,30518,51030,103163,98342,12231,32115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1072071
"June 21, 2020",446,32537,707534,0,2512,1905,3429,5880,4916,16903,31935,54955,120332,103497,13932,37396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1138109
"June 14, 2020",436,32660,752186,1,2282,1834,3348,5720,4680,16381,30706,55785,144541,90803,12924,30859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1185146
"June 7, 2020",444,32620,693977,1,1815,1907,3462,5844,4799,16876,31233,57550,159391,47951,10971,18132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1086973
"May 31, 2020",451,32777,717222,0,1768,1873,3457,5802,4714,16900,31472,58929,184437,25933,7337,18116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1111188
"May 24, 2020",455,32610,704917,0,2526,1914,3470,5907,5205,17095,31587,60305,203696,19617,12679,24799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1126782
"May 17, 2020",453,33444,731190,1,2254,2002,3557,6121,5118,17454,32219,62821,208508,14623,8364,21129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1149258
"May 10, 2020",471,33555,678897,1,2109,2018,3613,6136,5135,17890,33365,63490,184665,14030,8490,19021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1072886
"May 3, 2020",3265,34173,682681,0,2683,1977,3528,6109,5352,18013,33394,65439,182663,23362,12912,26044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1101595
"April 26, 2020",640,34237,680725,0,2307,1958,3625,6684,5478,17934,33636,64603,175130,23741,10170,13161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1074029
"April 19, 2020",472,34540,682586,1,2023,1938,3542,6358,5363,18066,34046,66460,171579,19406,7296,11282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1064958
"April 12, 2020",472,34627,681627,1,2294,1979,3548,6231,5438,17742,33868,67955,169592,23562,11187,13826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1073949
"April 5, 2020",479,34872,686959,0,1851,1915,3554,6774,5228,17775,33977,69723,167706,17756,5884,9269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1063722
"March 29, 2020",495,35174,704832,0,2097,2000,3795,6716,5657,18209,35484,74485,172469,26548,6674,5913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1100548
"March 22, 2020",505,36175,710180,0,2127,1949,3836,6186,5942,18240,35954,79965,169086,24943,8180,4636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1107904
"March 15, 2020",499,35436,709466,1,2176,2033,3632,7032,6028,18049,36414,81504,171791,29012,10908,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1113982
"March 8, 2020",498,35715,710253,1,2543,2083,3801,6954,6138,18555,37906,83926,153531,29897,17657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1109458
"March 1, 2020",505,35943,712256,0,2204,1989,3700,6892,5901,18585,38087,85272,152157,25429,14299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1103219
"February 23, 2020",512,36394,708080,0,2536,1991,3743,6915,6077,18859,38738,86603,138141,29875,17849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1096313
"February 16, 2020",509,36188,706987,1,2504,1992,3786,7374,6141,19424,39472,88404,134104,32078,15767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1094731
"February 9, 2020",521,36251,709587,1,2599,2040,3704,7769,6170,19208,40007,94664,134667,33019,16146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1106353
"February 2, 2020",843,36394,714300,0,2399,2064,3934,7829,6307,19715,41746,99275,132306,32316,14881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1114309
"January 26, 2020",1054,36480,710838,0,2457,2097,3911,7843,6344,19669,41106,101038,116278,37453,12784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1099352
"January 19, 2020",817,36404,710015,2,2394,2092,3952,7632,6476,19640,41699,105718,113761,32785,12402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1095789
"January 12, 2020",1092,37572,724304,5,2588,2165,4044,7461,7015,20324,43591,115298,98373,36683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1100515
"January 5, 2020",1704,37876,729918,0,2412,2152,3987,7467,6764,20163,43715,123614,88346,35506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1103624
"December 29, 2019",667,37632,720552,0,2068,2150,4024,6826,6483,19842,42582,112301,67475,26666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1049268
"December 22, 2019",1299,37369,724424,0,2133,2227,4106,6916,6272,19737,42618,116068,61553,24568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1049290
"December 15, 2019",800,37878,808053,1,2672,2245,4173,7355,7128,20807,47509,159730,77667,33769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1209787
"December 8, 2019",759,38319,752372,1,2318,2240,4230,7316,6980,21521,48619,166065,46900,28811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1126451
"December 1, 2019",1373,38711,750705,0,2343,2214,4155,7711,6986,21320,48981,179490,26578,30378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1120945
"November 24, 2019",612,38720,720507,0,3036,2164,4144,8059,7650,20981,49407,176766,22648,37991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1092685
"November 17, 2019",1305,39000,728439,1,2664,2311,4337,7841,7583,21871,52693,186989,22403,30342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1107779
"November 10, 2019",900,39421,717069,1,2117,2260,4276,7634,6937,21638,54571,186587,13117,20766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1077294
"November 3, 2019",830,39609,725969,0,2128,2266,4337,7899,7132,22219,53912,181621,13351,22163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1083436
"October 27, 2019",1034,39694,719349,0,2116,2230,4311,7595,7194,22315,53987,164358,10539,24326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1059048
"October 20, 2019",582,40772,724998,0,2061,2285,4405,7629,7177,22781,56373,166195,10680,22393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1068331
"October 13, 2019",587,41059,718083,1,2209,2249,4333,7657,7225,22724,57087,161922,15171,19774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1060081
"October 6, 2019",594,41250,735277,0,3123,2295,4456,7528,8350,23459,60578,168581,61987,9907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1127385
"September 29, 2019",592,41488,730985,0,2465,2340,4529,8091,7744,23139,61078,168281,44044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1094776
"September 22, 2019",604,41079,729379,0,2438,2435,4604,9767,7879,23899,64132,159827,39056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1085099
"September 15, 2019",583,41261,734015,1,2249,2384,4531,9177,7623,23461,67258,153348,35719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1081610
"September 8, 2019",585,41634,737061,1,2228,2375,4600,7924,7862,23800,69711,150342,33109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1081232
"September 1, 2019",710,41869,742414,0,2185,2371,4635,7867,7834,23988,70406,149638,29978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1083895
"August 25, 2019",6434,41770,730382,0,2004,2333,4484,7661,7367,23817,71412,136850,26297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1060811
"August 18, 2019",6874,42241,743932,1,2307,2439,4723,8043,8019,25165,74830,137766,31475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1087815
"August 11, 2019",600,42329,731411,1,2149,2456,4663,7890,7823,24530,73367,129977,28974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1056170
"August 4, 2019",622,42833,744652,0,2184,2462,4752,8018,7994,24893,77056,135691,28132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1079289
"July 28, 2019",626,43206,749452,0,2149,2468,4688,8124,8065,25788,80565,126211,28600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1079942
"July 21, 2019",632,43220,753942,0,2160,2589,4753,8184,8149,26240,84248,128816,27508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1090441
"July 14, 2019",621,43678,758867,1,2178,2491,4879,8293,8256,26788,86286,131727,28456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1102521
"July 7, 2019",629,43770,757863,1,2210,2528,4905,8426,8427,26938,88072,120527,28924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1093220
"June 30, 2019",628,43447,759911,0,2024,2470,4898,8420,8230,27133,90854,110599,22549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1081163
"June 23, 2019",630,44389,753902,0,2106,2579,4985,8776,8667,27885,96345,105014,26297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1081575
"June 16, 2019",623,44722,759215,1,2177,2576,4988,8861,8869,28662,101667,103609,23954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1089924
"June 9, 2019",642,43280,761804,2,2487,2655,4988,8786,9162,28462,103117,105965,33363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1104713
"June 2, 2019",638,42208,779150,0,2345,2778,5194,9264,9431,29850,108080,101316,26841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1117095
"May 26, 2019",659,44088,780213,0,2648,2858,5381,9407,9964,32298,113173,93853,31192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1125734
"May 19, 2019",643,44587,794169,1,2643,2829,5480,9563,9976,32621,124806,89170,39140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1155628
"May 12, 2019",633,43023,823034,1,2662,2905,5492,10009,10199,33872,138653,78962,30662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1180107
"May 5, 2019",630,43607,877365,0,2648,2860,5546,10231,10077,34574,160447,70619,26952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1245556
"April 28, 2019",644,44448,798874,0,2551,2933,5581,10847,10446,35354,173462,27201,27765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1140106
"April 21, 2019",656,44321,813268,0,2543,2770,5338,10450,11429,35047,176815,16356,26718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1145711
"April 14, 2019",971,44872,849788,1,2609,2751,5383,11542,12255,37278,185525,18071,26339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1197385
"April 7, 2019",3400,44789,787158,1,2736,2831,5553,10462,12212,35993,175856,18263,30945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1130199
"March 31, 2019",732,45369,806232,0,3057,2775,5598,10449,13741,36061,169710,28040,34747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1156511
"March 24, 2019",655,45461,827386,0,3177,2816,5654,10571,12620,37636,174349,26440,39843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1186608
"March 17, 2019",649,45239,876632,1,3058,2902,5807,10506,12437,39403,192396,23655,30338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1243023
"March 10, 2019",668,45731,800892,1,2811,2943,5932,11084,12743,40121,172830,21499,23099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1140354
"March 3, 2019",652,51272,802682,0,2576,2838,5851,10641,13039,39759,160255,37265,3015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1129845
"February 24, 2019",657,55931,817150,0,2793,3005,6097,11692,13851,42684,174295,39472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1167627
"February 17, 2019",675,56521,827343,1,2715,3037,6168,12484,13247,47941,195792,33746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1199670
"February 10, 2019",666,56881,816218,1,2795,2995,6130,12005,13472,45521,166868,36107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1159659
"February 3, 2019",677,57022,817384,0,2614,2981,6150,11934,13369,45138,157949,32346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1147564
"January 27, 2019",688,56736,823022,1,2799,3051,6336,12478,14310,48800,155365,32767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1156353
"January 20, 2019",692,57045,840921,2,2508,3102,6367,12661,13382,50178,149626,27401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1163885
"January 13, 2019",687,54157,898362,5,2372,3127,6413,12775,13781,53211,163441,19016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1227347
"January 6, 2019",673,47233,794367,4,2276,3129,6357,13122,13895,50618,137248,18358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1087280
"December 30, 2018",676,47440,773942,3,2044,3036,6283,12261,12832,48579,114153,12507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1033756
"December 23, 2018",717,48659,753061,1,1993,3017,6150,12047,12717,47392,97465,13322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,996541
"December 16, 2018",685,47904,790949,3,2187,3504,6430,13752,14204,53900,124426,17112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1075056
"December 9, 2018",708,48565,807275,3,2342,3548,6561,14556,14764,57026,124678,20311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1100337
"December 2, 2018",701,48491,809092,2,2433,3560,6603,15383,14814,58325,123736,21999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1105139
