Week,5.x,6.x,7.x,8.x,8.0.x,8.1.x,8.2.x,8.3.x,8.4.x,8.5.x,8.6.x,8.7.x,8.8.x,8.9.x,9.0.x,9.1.x,9.2.x,9.3.x,9.4.x,9.5.x,10.0.x,10.1.x,10.2.x,10.3.x,10.4.x,10.5.x,10.6.x,11.x,11.0.x,11.1.x,11.2.x,Total
"November 25, 2018",702,49009,798685,3,2398,3519,6485,13922,14836,59414,115001,23826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1087800
"November 18, 2018",703,48668,810289,2,2726,3660,6905,15152,15442,61931,113624,26376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1105478
"November 11, 2018",717,49503,838512,4,2744,3856,7064,14820,15967,66973,119126,24578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1143864
"November 4, 2018",714,49489,818189,3,2502,3629,6723,13886,15726,68298,112103,21404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1112666
"October 28, 2018",703,49858,816720,3,2310,3523,6745,13835,15348,72107,98768,18189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1098109
"October 21, 2018",721,50157,849865,2,2644,3665,7066,14623,17774,81061,101457,24925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1153960
"October 14, 2018",705,50186,888122,3,2455,3822,7237,14566,17105,90089,94803,16640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1185733
"October 7, 2018",734,50845,798722,3,2478,3730,7093,15616,16659,88691,72178,18860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1075609
"September 30, 2018",730,50988,801505,4,2909,3793,7272,14919,17622,94217,72033,27894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1093886
"September 23, 2018",736,50939,795130,2,2715,3753,7300,15567,17867,99968,64686,22727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1081390
"September 16, 2018",730,51509,794055,3,3541,3769,7210,14354,19036,108103,69295,42837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1114442
"September 9, 2018",759,52176,807314,2,3240,3814,7436,15617,19956,120007,55648,34974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1120943
"September 2, 2018",754,52428,807631,2,2476,3907,7615,16009,20085,133578,22324,12135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1078944
"August 26, 2018",13760,52269,804083,2,2661,3861,7639,16178,19826,136100,15313,15349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1087041
"August 19, 2018",763,51842,798883,3,2768,3993,7721,16673,21037,133895,16797,18034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1072409
"August 12, 2018",747,52107,799496,2,2467,4088,7802,16729,21742,132424,13704,10321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1061629
"August 5, 2018",797,52521,818058,2,3033,4179,8212,17076,22490,142356,23792,17247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1109763
"July 29, 2018",784,52829,806008,2,3042,4127,8058,17572,22774,148008,22351,16430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1101985
"July 22, 2018",782,52616,805130,2,3395,4184,8046,17361,22860,125735,29846,22800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1092757
"July 15, 2018",764,50179,769971,1,2849,3944,7768,16758,22009,116356,25388,10528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1026515
"July 8, 2018",775,53230,820683,4,2955,4463,8577,19381,24960,128534,33174,750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1097486
"July 1, 2018",725,47297,730765,2,2613,3951,7471,16733,22039,104028,30096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,965720
"June 24, 2018",806,54530,823355,2,3100,4513,8576,19611,27936,121694,32093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1096216
"June 17, 2018",800,54525,826536,3,2955,4619,8937,20436,29460,120766,27872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1096909
"June 10, 2018",803,58475,829079,2,3257,4684,9165,22112,30245,122859,30796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1111477
"June 3, 2018",810,62558,838162,3,3138,4475,8977,22209,30796,120243,31028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1122399
"May 27, 2018",831,57506,832457,2,3129,4620,9073,21890,32140,108508,35511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1105667
"May 20, 2018",833,57030,836306,2,3042,4646,9238,22653,34181,106326,26254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1100511
"May 13, 2018",843,56861,847680,3,3327,4760,9474,24069,35830,107366,33865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1124078
"May 6, 2018",805,57462,854705,3,3427,4753,9396,24888,39507,103677,32924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1131547
"April 29, 2018",1058,76593,883407,2,3604,4844,9771,25403,39606,106330,36265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1186883
"April 22, 2018",904,59737,1088005,3,3357,5256,10639,30136,50457,127874,23209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1399577
"April 15, 2018",863,59708,895343,3,3581,5659,11640,31505,49229,100153,25138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1182822
"April 8, 2018",883,60282,893928,2,3998,5956,11693,32686,50928,84861,33201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1178418
"April 1, 2018",884,61605,908781,3,3816,5944,12020,33116,57896,81173,29809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1195047
"March 25, 2018",904,66557,1069557,7,3794,6227,13243,39231,74948,81010,22589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1378067
"March 18, 2018",1504,64860,881411,11,3931,6154,13135,37353,76969,55493,25750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1166571
"March 11, 2018",873,65735,895870,7,3983,6595,13566,38745,87227,45984,24943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1183528
"March 4, 2018",898,65885,918426,9,4284,6656,13998,40152,105833,26878,28574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1211593
"February 25, 2018",896,66529,932138,7,4165,6660,14127,41238,112862,13754,27185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1219561
"February 18, 2018",902,67029,950356,13,3876,6648,14412,43812,113712,9802,19848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1230410
"February 11, 2018",911,67930,890547,11,4186,6577,14721,43723,98299,14075,25483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1166463
"February 4, 2018",925,71893,897135,4,4627,6935,15104,45229,95706,16902,34335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1188795
"January 28, 2018",943,70665,891994,11,5155,7052,15824,46614,92239,22315,42970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1195782
"January 21, 2018",908,69092,882495,6,5197,7092,15889,48268,92035,23757,39431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1184170
"January 14, 2018",940,68136,880549,9,4474,6829,15754,48196,88191,26089,17570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1156737
"January 7, 2018",946,68223,901536,11,4561,7134,16233,50466,87847,40157,2376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1179490
"December 31, 2017",920,63684,877265,10,4202,6790,15577,47164,78137,31392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1125141
"December 24, 2017",952,58904,855433,10,3640,6837,15409,44966,61408,12587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1060146
"December 17, 2017",942,59903,888181,10,4094,6997,16284,52521,76117,28304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1133353
"December 10, 2017",941,60202,896678,9,4359,7335,16979,56635,83822,30878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1157838
"December 3, 2017",955,62399,922911,12,4213,7423,17429,57991,82274,24403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1180010
"November 26, 2017",944,61618,911525,12,4298,7550,17786,61096,71891,20689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1157409
"November 19, 2017",975,62557,907211,12,4153,7564,18097,62679,63771,16347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1143366
"November 12, 2017",981,70406,922197,12,4471,7634,18637,66547,67197,20915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1178997
"November 5, 2017",974,61994,918941,10,4482,7900,18907,70418,63397,20478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1167501
"October 29, 2017",986,63848,892891,11,4178,7634,18665,72689,55289,17082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1133273
"October 22, 2017",989,62906,891783,10,4588,7576,18629,77470,50823,21669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1136443
"October 15, 2017",1004,63498,897594,13,4586,7516,19244,83137,44748,21749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1143089
"October 8, 2017",1006,64131,914879,8,5519,8153,20158,91942,43375,33150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1182321
"October 1, 2017",1028,64289,913201,12,4432,8317,20406,105670,21737,9890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1148982
"September 24, 2017",1002,64389,901203,12,4692,8363,20098,108085,14437,16110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1138391
"September 17, 2017",997,64555,893883,12,4589,8137,20311,104680,12935,11947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1122046
"September 10, 2017",1021,64794,896163,10,4723,8118,21000,103932,14766,15903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1130430
"September 3, 2017",1004,65080,910564,11,4789,8581,22306,99681,14968,12802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1139786
"August 27, 2017",1005,65831,912603,10,5044,8660,22107,100262,16423,17240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1149185
"August 20, 2017",1013,66449,909847,7,5306,8644,22516,102148,19062,21446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1156438
"August 13, 2017",976,64261,862867,9,4665,8422,21456,98139,15968,13088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1089851
"August 6, 2017",1025,66077,904481,6,5040,9032,23604,94319,17597,13312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1134493
"July 30, 2017",1252,67487,909850,9,5232,9342,24692,97308,20467,9250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1144889
"July 23, 2017",1059,67407,905740,5,5221,9504,25362,92831,25969,573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1133671
"July 16, 2017",1042,67731,912951,9,5275,9594,25945,92742,26525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1141814
"July 9, 2017",1058,68715,931484,8,5683,10049,28664,95453,23729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1164843
"July 2, 2017",1067,68298,934323,8,4882,9665,28577,90324,18822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1155966
"June 25, 2017",1073,68966,952392,8,4835,10083,30156,90912,18054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1176479
"June 18, 2017",1076,69319,1002791,9,5080,10948,32761,93708,19282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1234974
"June 11, 2017",1104,69755,945913,8,5254,10349,32335,85076,21291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1171085
"June 4, 2017",2637,69515,961929,7,5291,10743,33781,85053,16966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1185922
"May 28, 2017",1138,70287,930634,9,5336,10951,34940,78137,16506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1147938
"May 21, 2017",1113,70076,931954,8,5544,10830,36250,76172,19011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1150958
"May 14, 2017",1109,71037,944324,7,5486,10956,39164,76312,21629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1170024
"May 7, 2017",1119,71511,949831,8,5696,11397,42611,74855,24466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1181494
"April 30, 2017",1133,72188,938373,8,5675,11494,46189,68152,27589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1170801
"April 23, 2017",1149,71991,950653,8,6210,12262,51372,62323,30674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1186642
"April 16, 2017",1174,72371,961653,12,6095,12325,60887,58118,22557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1195192
"April 9, 2017",1246,74686,970944,11,6345,12590,67781,43613,24343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1201559
"April 2, 2017",1273,73526,966003,11,6662,13098,86733,27467,27284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1202057
"March 26, 2017",1190,73725,963386,11,6492,13342,91287,16675,23809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1189917
"March 19, 2017",1197,74020,971518,11,7120,13874,95893,17715,33940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1215288
"March 12, 2017",1209,74786,957418,9,6769,13850,95640,14974,23240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1187895
"March 5, 2017",1225,76169,977113,10,6882,14180,87068,13325,22511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1198483
"February 26, 2017",1280,76725,983276,8,6810,14191,84064,12825,19773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1198952
"February 19, 2017",1259,77191,975542,10,6759,14924,83384,13195,15226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1187490
"February 12, 2017",1262,76842,985007,9,7151,14776,83980,16267,17861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1203155
"February 5, 2017",1289,77665,1001914,9,7388,15593,86742,16541,20505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1227646
"January 29, 2017",1285,78744,993820,12,7409,15756,87184,11583,17824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1213617
"January 22, 2017",1287,78264,983023,13,7479,16388,80263,22720,2399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1191836
"January 15, 2017",1299,79254,973396,8,7773,17831,79717,23797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1183075
"January 8, 2017",1319,79391,993836,9,7756,18009,79274,22104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1201698
"January 1, 2017",1299,79393,953629,8,7417,17911,69100,12457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1141214
"December 25, 2016",1275,78895,916900,7,6481,16480,51387,6599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1078024
"December 18, 2016",1350,79983,970698,10,8011,19335,62878,14432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1156697
"December 11, 2016",1324,81256,990118,8,7768,20824,64606,14237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1180141
"December 4, 2016",1284,82017,1016881,7,8344,22260,68381,14885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1214059
"November 27, 2016",1362,82706,995851,7,8436,23185,65359,17958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1194864
"November 20, 2016",1391,84444,1023422,10,8888,25094,61906,15033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1220188
"November 13, 2016",1427,84210,1062563,10,9862,28853,66743,15062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1268730
"November 6, 2016",1372,84795,990327,11,9341,29303,58137,13396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1186682
"October 30, 2016",1352,84845,972795,11,9061,29833,52309,13981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1164187
"October 23, 2016",1384,86505,1004152,9,9871,33941,49839,21394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1207095
"October 16, 2016",1561,86839,994627,10,10027,37469,46166,22887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1199586
"October 9, 2016",1398,88725,979408,10,10067,42028,43866,28512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1194014
"October 2, 2016",1430,88477,1008804,11,10865,60698,27301,26484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1224070
"September 25, 2016",1421,88023,968918,11,10343,63426,16854,23486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1172482
"September 18, 2016",1585,88302,975156,11,10571,65931,18497,16325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1176378
"September 11, 2016",2157,90050,971382,11,10148,58324,14324,15145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1161541
"September 4, 2016",1976,91045,986413,9,10179,60452,9574,14001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1173649
"August 28, 2016",1407,91520,993931,12,10769,59487,11395,14178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1182699
"August 21, 2016",1509,96597,984178,17,11181,59347,10947,11320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1175096
"August 14, 2016",1679,105355,994493,14,11475,58358,10146,12235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1193755
"August 7, 2016",1466,92960,1003123,14,11439,59233,8820,7898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1184953
"July 31, 2016",1480,93240,999755,13,12307,58660,16134,3225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1184814
"July 24, 2016",1532,96786,1007253,14,12711,59623,19505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1197424
"July 17, 2016",1777,112818,1014948,17,13337,67070,20246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1230213
"July 10, 2016",1943,124042,980786,13,13218,55070,14000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1189072
"July 3, 2016",1525,96846,1024400,13,15861,57436,16584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1212665
"June 26, 2016",1448,95930,1019899,16,15906,52417,16772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1202388
"June 19, 2016",1508,96839,1056153,14,17894,58103,25845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1256356
"June 12, 2016",1537,144555,1086759,20,17725,55713,17384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1323693
"June 5, 2016",6409,97709,1009472,15,18766,47248,14010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1193629
"May 29, 2016",1565,98303,1006160,14,19274,46012,10690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1182018
"May 22, 2016",5209,99875,1008647,17,21030,42477,14888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1192143
"May 15, 2016",8809,100109,1004115,17,21406,37698,14304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1186458
"May 8, 2016",4110,100660,1011994,15,24390,37325,16231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1194725
"May 1, 2016",3109,101335,1000741,16,26798,32642,11263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1175904
"April 24, 2016",2128,103997,1016267,14,32775,28882,13195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1197258
"April 17, 2016",7129,102822,1022530,16,43232,18075,4457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1198261
"April 10, 2016",5526,104877,1026694,13,48358,9225,4801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1199494
"April 3, 2016",3169,104313,1028352,20,51676,10047,6757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1204334
"March 27, 2016",1641,105027,1016251,17,46600,4926,5069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1179531
"March 20, 2016",1648,106171,1035706,14,51540,4799,6900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1206778
"March 13, 2016",16866,107585,1055177,16,53093,5317,8914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1246968
"March 6, 2016",20019,109286,1054040,17,56546,6509,12271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1258688
"February 28, 2016",25775,115531,1097240,21,57533,9627,646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1306373
"February 21, 2016",25451,117307,1124986,21,57747,9982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1335494
"February 14, 2016",22946,111082,1033270,21,57037,9246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1233602
"February 7, 2016",6313,109997,1035830,20,56345,8117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1216622
